,_id,Dt_Fat,Dt_Entrega,Mes_Base,Ano_Exec,CO_Fabrica,CO_Cliente,Tp_Operacao,Incoterm,Veiculo,Qtd_Transp,Moeda,Vlr_Frete,flag_dt_consist
91031,6422fe71deb0deaf178fe815,2021-10-09,2021-10-07,Out,2021,3424402,2317,DV,FOB,P24,-3000.0,BRL,0.0,False
91054,6422fe71deb0deaf178fe82c,2021-10-09,2021-10-09,Out,2021,3424402,2301,DV,FOB,P12,-1800.0,BRL,0.0,False
91075,6422fe71deb0deaf178fe841,2021-10-07,2021-10-07,Out,2021,3403208,2338,VD,CIF,P24,2800.0,BRL,13527.0,False
91077,6422fe71deb0deaf178fe843,2021-10-08,2021-10-08,Out,2021,3424402,2313,VD,FOB,P12,1800.0,BRL,0.0,False
91088,6422fe71deb0deaf178fe84e,2021-10-06,2021-10-05,Out,2021,3423909,2312,DV,CIF,P24,-3000.0,BRL,13419.0,False
91090,6422fe71deb0deaf178fe850,2021-10-08,2021-10-07,Out,2021,3424402,2309,VD,CIF,P12,1600.0,BRL,4711.0,False
91117,6422fe71deb0deaf178fe86b,2021-10-07,2021-10-06,Out,2021,3403208,2348,DV,CIF,P12,-1800.0,BRL,6096.0,False
91135,6422fe71deb0deaf178fe87d,2021-10-08,2021-10-06,Out,2021,3424402,2301,VD,FOB,P12,1200.0,BRL,0.0,False
91136,6422fe71deb0deaf178fe87e,2021-10-08,2021-10-08,Out,2021,3423909,2307,DV,FOB,P12,-1800.0,BRL,0.0,False
91159,6422fe71deb0deaf178fe895,2021-10-09,2021-10-09,Out,2021,3423909,2340,VD,CIF,P12,1200.0,BRL,4147.0,False
91161,6422fe71deb0deaf178fe897,2021-10-09,2021-10-08,Out,2021,3423909,2342,VD,CIF,P24,3000.0,BRL,10416.0,False
91171,6422fe71deb0deaf178fe8a1,2021-10-07,2021-10-06,Out,2021,3423909,2342,DV,CIF,P24,-3000.0,BRL,13930.0,False
91178,6422fe71deb0deaf178fe8a8,2021-10-07,2021-10-05,Out,2021,3424402,2320,DV,FOB,P12,-1600.0,BRL,0.0,False
91266,6422fe71deb0deaf178fe900,2021-10-08,2021-10-07,Out,2021,3423909,2305,VD,CIF,P12,1600.0,BRL,5485.0,False
91267,6422fe71deb0deaf178fe901,2021-10-07,2021-10-07,Out,2021,3403208,2343,VD,CIF,P24,3000.0,BRL,12803.0,False
91290,6422fe71deb0deaf178fe918,2021-10-08,2021-10-07,Out,2021,3403208,2351,VD,FOB,P12,1200.0,BRL,0.0,False
91301,6422fe71deb0deaf178fe923,2021-10-08,2021-10-06,Out,2021,3423909,2337,DV,CIF,P12,-1600.0,BRL,8012.0,False
91314,6422fe71deb0deaf178fe930,2021-10-06,2021-10-05,Out,2021,3423909,2304,DV,CIF,P24,-2400.0,BRL,8559.0,False
91321,6422fe71deb0deaf178fe937,2021-10-07,2021-10-06,Out,2021,3424402,2321,VD,FOB,P24,2400.0,BRL,0.0,False
91347,6422fe71deb0deaf178fe951,2021-10-08,2021-10-05,Out,2021,3424402,2328,VD,CIF,P12,1600.0,BRL,6064.0,False
91350,6422fe71deb0deaf178fe954,2021-10-08,2021-10-08,Out,2021,3424402,2311,DV,CIF,P24,-3000.0,BRL,8460.0,False
91361,6422fe71deb0deaf178fe95f,2021-10-08,2021-10-07,Out,2021,3403208,2319,DV,CIF,P12,-1600.0,BRL,7765.0,False
91374,6422fe71deb0deaf178fe96c,2021-10-08,2021-10-07,Out,2021,3403208,2307,DV,FOB,P12,-1800.0,BRL,0.0,False
91375,6422fe71deb0deaf178fe96d,2021-10-08,2021-10-07,Out,2021,3423909,2346,VD,FOB,P12,1600.0,BRL,0.0,False
91384,6422fe71deb0deaf178fe976,2021-10-07,2021-10-07,Out,2021,3403208,2307,DV,FOB,P24,-2800.0,BRL,0.0,False
91426,6422fe71deb0deaf178fe9a0,2021-10-07,2021-10-07,Out,2021,3423909,2332,DV,FOB,P24,-2800.0,BRL,0.0,False
91436,6422fe71deb0deaf178fe9aa,2021-10-08,2021-10-08,Out,2021,3424402,2338,DV,CIF,P12,-1600.0,BRL,5599.0,False
91444,6422fe71deb0deaf178fe9b2,2021-10-08,2021-10-08,Out,2021,3423909,2319,DV,CIF,P12,-1600.0,BRL,6268.0,False
91447,6422fe71deb0deaf178fe9b5,2021-10-08,2021-10-08,Out,2021,3423909,2318,VD,CIF,P12,1200.0,BRL,7900.0,False
91458,6422fe71deb0deaf178fe9c0,2021-10-08,2021-10-05,Out,2021,3423909,2349,VD,FOB,P24,3000.0,BRL,0.0,False
91460,6422fe71deb0deaf178fe9c2,2021-10-08,2021-10-07,Out,2021,3423909,2335,VD,CIF,P12,1600.0,BRL,8345.0,False
91469,6422fe71deb0deaf178fe9cb,2021-10-08,2021-10-07,Out,2021,3423909,2321,DV,FOB,P12,-1800.0,BRL,0.0,False
91471,6422fe71deb0deaf178fe9cd,2021-10-07,2021-10-05,Out,2021,3403208,2317,VD,FOB,P24,2400.0,BRL,0.0,False
91510,6422fe71deb0deaf178fe9f4,2021-10-08,2021-10-08,Out,2021,3403208,2306,VD,CIF,P12,1200.0,BRL,3060.0,False
91522,6422fe71deb0deaf178fea00,2021-10-25,2021-10-22,Out,2021,3424402,2335,DV,CIF,P12,-1800.0,BRL,7120.0,False
91528,6422fe71deb0deaf178fea06,2021-10-25,2021-10-25,Out,2021,3403208,2307,VD,FOB,P24,2400.0,BRL,0.0,False
91534,6422fe71deb0deaf178fea0c,2021-10-25,2021-10-23,Out,2021,3423909,2309,VD,CIF,P24,2800.0,BRL,8481.0,False
91551,6422fe71deb0deaf178fea1d,2021-10-24,2021-10-23,Out,2021,3403208,2304,DV,CIF,P24,-2400.0,BRL,10416.0,False
91553,6422fe71deb0deaf178fea1f,2021-10-25,2021-10-23,Out,2021,3424402,2323,VD,FOB,P12,1800.0,BRL,0.0,False
91570,6422fe71deb0deaf178fea30,2021-11-03,2021-11-02,Nov,2021,3424402,2333,VD,FOB,P24,2400.0,BRL,0.0,False
91573,6422fe71deb0deaf178fea33,2021-10-25,2021-10-24,Out,2021,3403208,2309,VD,CIF,P24,2800.0,BRL,12541.0,False
91590,6422fe71deb0deaf178fea44,2021-11-02,2021-11-02,Nov,2021,3424402,2310,VD,CIF,P24,2800.0,BRL,9774.0,False
91594,6422fe71deb0deaf178fea48,2021-11-03,2021-11-01,Nov,2021,3403208,2322,VD,CIF,P12,1200.0,BRL,5312.0,False
91598,6422fe71deb0deaf178fea4c,2021-10-25,2021-10-23,Out,2021,3424402,2304,VD,CIF,P24,2800.0,BRL,10250.0,False
91605,6422fe71deb0deaf178fea53,2021-10-08,2021-10-06,Out,2021,3424402,2350,DV,CIF,P12,-1800.0,BRL,7172.0,False
91626,6422fe71deb0deaf178fea68,2021-10-25,2021-10-25,Out,2021,3423909,2343,VD,CIF,P24,2800.0,BRL,8620.0,False
91628,6422fe71deb0deaf178fea6a,2021-10-25,2021-10-23,Out,2021,3403208,2327,VD,FOB,P24,2400.0,BRL,0.0,False
91674,6422fe71deb0deaf178fea98,2021-10-25,2021-10-25,Out,2021,3424402,2304,VD,CIF,P24,2800.0,BRL,14919.0,False
91680,6422fe71deb0deaf178fea9e,2021-10-25,2021-10-25,Out,2021,3423909,2312,VD,CIF,P24,2800.0,BRL,10082.0,False
91699,6422fe71deb0deaf178feab1,2021-10-14,2021-10-14,Out,2021,3423909,2348,DV,CIF,P24,-2400.0,BRL,8934.0,False
91700,6422fe71deb0deaf178feab2,2021-10-16,2021-10-14,Out,2021,3403208,2324,DV,FOB,P24,-2400.0,BRL,0.0,False
91701,6422fe71deb0deaf178feab3,2021-10-30,2021-10-29,Out,2021,3424402,2325,VD,FOB,P24,3000.0,BRL,0.0,False
91715,6422fe71deb0deaf178feac1,2021-10-31,2021-10-31,Out,2021,3403208,2328,VD,CIF,P12,1200.0,BRL,4959.0,False
91720,6422fe71deb0deaf178feac6,2021-10-31,2021-10-29,Out,2021,3424402,2318,VD,CIF,P24,3000.0,BRL,8776.0,False
91761,6422fe71deb0deaf178feaef,2021-10-30,2021-10-27,Out,2021,3423909,2306,DV,CIF,P24,-2400.0,BRL,8132.0,False
91763,6422fe71deb0deaf178feaf1,2021-10-28,2021-10-27,Out,2021,3403208,2323,DV,FOB,P12,-1200.0,BRL,0.0,False
91764,6422fe71deb0deaf178feaf2,2021-10-29,2021-10-28,Out,2021,3423909,2342,DV,CIF,P24,-2800.0,BRL,13863.0,False
91779,6422fe71deb0deaf178feb01,2021-10-31,2021-10-30,Out,2021,3423909,2322,VD,CIF,P24,2400.0,BRL,13126.0,False
91809,6422fe71deb0deaf178feb1f,2021-10-15,2021-10-15,Out,2021,3424402,2315,VD,CIF,P12,1800.0,BRL,4778.0,False
91823,6422fe71deb0deaf178feb2d,2021-10-16,2021-10-14,Out,2021,3424402,2349,DV,FOB,P24,-2800.0,BRL,0.0,False
91842,6422fe71deb0deaf178feb40,2021-10-16,2021-10-16,Out,2021,3403208,2318,VD,CIF,P24,2800.0,BRL,14325.0,False
91849,6422fe71deb0deaf178feb47,2021-10-16,2021-10-15,Out,2021,3403208,2348,VD,CIF,P12,1200.0,BRL,9451.0,False
91850,6422fe71deb0deaf178feb48,2021-10-16,2021-10-16,Out,2021,3403208,2344,VD,CIF,P12,1200.0,BRL,5768.0,False
91897,6422fe71deb0deaf178feb77,2021-10-16,2021-10-13,Out,2021,3403208,2341,VD,CIF,P12,1800.0,BRL,4153.0,False
91900,6422fe71deb0deaf178feb7a,2021-10-14,2021-10-14,Out,2021,3424402,2347,VD,CIF,P12,1600.0,BRL,7815.0,False
91907,6422fe71deb0deaf178feb81,2021-10-15,2021-10-15,Out,2021,3424402,2330,DV,FOB,P12,-1200.0,BRL,0.0,False
91909,6422fe71deb0deaf178feb83,2021-10-15,2021-10-15,Out,2021,3403208,2317,VD,FOB,P12,1800.0,BRL,0.0,False
91914,6422fe71deb0deaf178feb88,2021-10-26,2021-10-26,Out,2021,3403208,2349,VD,FOB,P12,1600.0,BRL,0.0,False
91925,6422fe71deb0deaf178feb93,2021-10-15,2021-10-13,Out,2021,3423909,2324,VD,FOB,P24,2800.0,BRL,0.0,False
91948,6422fe71deb0deaf178febaa,2021-10-14,2021-10-13,Out,2021,3423909,2343,VD,CIF,P24,3000.0,BRL,11935.0,False
91955,6422fe71deb0deaf178febb1,2021-10-15,2021-10-15,Out,2021,3424402,2307,VD,FOB,P12,1600.0,BRL,0.0,False
91962,6422fe71deb0deaf178febb8,2021-10-15,2021-10-14,Out,2021,3423909,2343,VD,CIF,P12,1800.0,BRL,5942.0,False
91966,6422fe71deb0deaf178febbc,2021-10-30,2021-10-29,Out,2021,3403208,2304,VD,CIF,P24,2800.0,BRL,10659.0,False
91983,6422fe71deb0deaf178febcd,2021-10-25,2021-10-25,Out,2021,3424402,2346,VD,FOB,P24,2400.0,BRL,0.0,False
91999,6422fe71deb0deaf178febdd,2021-10-16,2021-10-15,Out,2021,3403208,2336,VD,CIF,P12,1800.0,BRL,6294.0,False
92011,6422fe72deb0deaf178febe9,2021-10-16,2021-10-16,Out,2021,3424402,2321,DV,FOB,P12,-1200.0,BRL,0.0,False
92017,6422fe72deb0deaf178febef,2021-11-01,2021-10-31,Nov,2021,3403208,2329,DV,FOB,P12,-1800.0,BRL,0.0,False
92021,6422fe72deb0deaf178febf3,2021-10-15,2021-10-15,Out,2021,3424402,2307,DV,FOB,P12,-1800.0,BRL,0.0,False
92028,6422fe72deb0deaf178febfa,2021-10-29,2021-10-29,Out,2021,3423909,2337,VD,CIF,P24,2800.0,BRL,9503.0,False
92029,6422fe72deb0deaf178febfb,2021-10-30,2021-10-29,Out,2021,3403208,2326,DV,CIF,P24,-2800.0,BRL,10583.0,False
92046,6422fe72deb0deaf178fec0c,2021-10-31,2021-10-31,Out,2021,3424402,2340,DV,CIF,P24,-2800.0,BRL,12845.0,False
92047,6422fe72deb0deaf178fec0d,2021-10-31,2021-10-28,Out,2021,3424402,2315,VD,CIF,P24,2400.0,BRL,8089.0,False
92052,6422fe72deb0deaf178fec12,2021-10-29,2021-10-29,Out,2021,3403208,2348,VD,CIF,P12,1600.0,BRL,4769.0,False
92059,6422fe72deb0deaf178fec19,2021-10-31,2021-10-30,Out,2021,3423909,2319,DV,CIF,P24,-3000.0,BRL,11674.0,False
92095,6422fe72deb0deaf178fec3d,2021-10-13,2021-10-13,Out,2021,3403208,2317,VD,FOB,P12,1200.0,BRL,0.0,False
92110,6422fe72deb0deaf178fec4c,2021-10-27,2021-10-26,Out,2021,3403208,2324,VD,FOB,P24,2400.0,BRL,0.0,False
92122,6422fe72deb0deaf178fec58,2021-10-20,2021-10-18,Out,2021,3403208,2328,VD,CIF,P12,1600.0,BRL,6344.0,False
92138,6422fe72deb0deaf178fec68,2021-10-29,2021-10-28,Out,2021,3423909,2339,VD,FOB,P24,2800.0,BRL,0.0,False
92166,6422fe72deb0deaf178fec84,2021-10-28,2021-10-28,Out,2021,3423909,2311,DV,CIF,P12,-1600.0,BRL,9092.0,False
92176,6422fe72deb0deaf178fec8e,2021-10-29,2021-10-29,Out,2021,3403208,2340,VD,CIF,P24,3000.0,BRL,10809.0,False
92182,6422fe72deb0deaf178fec94,2021-10-18,2021-10-18,Out,2021,3423909,2328,VD,CIF,P12,1600.0,BRL,6160.0,False
92185,6422fe72deb0deaf178fec97,2021-10-19,2021-10-17,Out,2021,3423909,2327,DV,FOB,P24,-2400.0,BRL,0.0,False
92194,6422fe72deb0deaf178feca0,2021-10-28,2021-10-28,Out,2021,3423909,2328,VD,CIF,P24,2800.0,BRL,14326.0,False
92199,6422fe72deb0deaf178feca5,2021-10-27,2021-10-26,Out,2021,3423909,2319,VD,CIF,P24,3000.0,BRL,11341.0,False
92210,6422fe72deb0deaf178fecb0,2021-10-28,2021-10-28,Out,2021,3403208,2350,VD,CIF,P12,1800.0,BRL,7484.0,False
92227,6422fe72deb0deaf178fecc1,2021-10-19,2021-10-17,Out,2021,3423909,2305,VD,CIF,P24,2800.0,BRL,12571.0,False
92241,6422fe72deb0deaf178feccf,2021-10-29,2021-10-29,Out,2021,3424402,2324,DV,FOB,P12,-1600.0,BRL,0.0,False
92269,6422fe72deb0deaf178feceb,2021-10-27,2021-10-26,Out,2021,3423909,2309,DV,CIF,P24,-3000.0,BRL,8954.0,False
92273,6422fe72deb0deaf178fecef,2021-10-27,2021-10-27,Out,2021,3424402,2309,VD,CIF,P24,3000.0,BRL,14055.0,False
92275,6422fe72deb0deaf178fecf1,2021-10-14,2021-10-13,Out,2021,3423909,2341,VD,CIF,P24,2400.0,BRL,13953.0,False
92291,6422fe72deb0deaf178fed01,2021-10-29,2021-10-28,Out,2021,3423909,2343,VD,CIF,P12,1600.0,BRL,5739.0,False
92295,6422fe72deb0deaf178fed05,2021-10-28,2021-10-28,Out,2021,3423909,2319,VD,CIF,P12,1200.0,BRL,2660.0,False
92296,6422fe72deb0deaf178fed06,2021-10-29,2021-10-27,Out,2021,3424402,2301,VD,FOB,P12,1600.0,BRL,0.0,False
92301,6422fe72deb0deaf178fed0b,2021-10-29,2021-10-28,Out,2021,3403208,2310,VD,CIF,P12,1800.0,BRL,6928.0,False
92324,6422fe72deb0deaf178fed22,2021-10-29,2021-10-26,Out,2021,3424402,2327,VD,FOB,P24,2400.0,BRL,0.0,False
92342,6422fe72deb0deaf178fed34,2021-10-28,2021-10-27,Out,2021,3424402,2342,VD,CIF,P12,1200.0,BRL,3305.0,False
92353,6422fe72deb0deaf178fed3f,2021-10-14,2021-10-13,Out,2021,3424402,2348,VD,CIF,P24,2800.0,BRL,12842.0,False
92439,6422fe72deb0deaf178fed95,2021-10-31,2021-10-30,Out,2021,3423909,2343,DV,CIF,P24,-2400.0,BRL,11495.0,False
92444,6422fe72deb0deaf178fed9a,2021-10-31,2021-10-30,Out,2021,3403208,2338,VD,CIF,P24,2800.0,BRL,10246.0,False
92445,6422fe72deb0deaf178fed9b,2021-10-29,2021-10-29,Out,2021,3403208,2330,DV,FOB,P12,-1600.0,BRL,0.0,False
92449,6422fe72deb0deaf178fed9f,2021-10-13,2021-10-13,Out,2021,3423909,2331,VD,CIF,P24,2400.0,BRL,14877.0,False
92482,6422fe72deb0deaf178fedc0,2021-10-10,2021-10-10,Out,2021,3403208,2321,DV,FOB,P24,-2800.0,BRL,0.0,False
92489,6422fe72deb0deaf178fedc7,2021-10-11,2021-10-09,Out,2021,3423909,2350,DV,CIF,P24,-3000.0,BRL,11942.0,False
92498,6422fe72deb0deaf178fedd0,2021-10-09,2021-10-09,Out,2021,3423909,2309,VD,CIF,P12,1800.0,BRL,5343.0,False
92505,6422fe72deb0deaf178fedd7,2021-10-11,2021-10-10,Out,2021,3403208,2308,DV,CIF,P24,-3000.0,BRL,8884.0,False
92520,6422fe72deb0deaf178fede6,2021-10-09,2021-10-09,Out,2021,3423909,2347,VD,CIF,P12,1200.0,BRL,5595.0,False
92522,6422fe72deb0deaf178fede8,2021-10-10,2021-10-09,Out,2021,3424402,2334,DV,CIF,P12,-1800.0,BRL,6741.0,False
92533,6422fe72deb0deaf178fedf3,2021-10-01,2021-10-01,Out,2021,3423909,2339,DV,CIF,P12,-1800.0,BRL,6195.0,False
92537,6422fe72deb0deaf178fedf7,2021-10-03,2021-10-03,Out,2021,3403208,2309,DV,CIF,P12,-1800.0,BRL,9094.0,False
92541,6422fe72deb0deaf178fedfb,2021-10-03,2021-10-03,Out,2021,3424402,2331,VD,CIF,P12,1800.0,BRL,4470.0,False
92546,6422fe72deb0deaf178fee00,2021-10-01,2021-10-01,Out,2021,3424402,2348,DV,CIF,P12,-1600.0,BRL,6801.0,False
92584,6422fe72deb0deaf178fee26,2021-10-05,2021-10-05,Out,2021,3403208,2329,VD,FOB,P12,1600.0,BRL,0.0,False
92595,6422fe72deb0deaf178fee31,2021-10-03,2021-10-02,Out,2021,3423909,2323,VD,FOB,P12,1600.0,BRL,0.0,False
92605,6422fe72deb0deaf178fee3b,2021-10-03,2021-10-01,Out,2021,3423909,2331,VD,CIF,P12,1200.0,BRL,9756.0,False
92610,6422fe72deb0deaf178fee40,2021-10-02,2021-10-02,Out,2021,3424402,2331,DV,CIF,P12,-1200.0,BRL,9803.0,False
92625,6422fe72deb0deaf178fee4f,2021-10-03,2021-10-02,Out,2021,3403208,2303,VD,FOB,P12,1600.0,BRL,0.0,False
92629,6422fe72deb0deaf178fee53,2021-10-04,2021-10-04,Out,2021,3424402,2345,DV,CIF,P12,-1800.0,BRL,5090.0,False
92640,6422fe72deb0deaf178fee5e,2021-10-04,2021-10-04,Out,2021,3424402,2311,VD,CIF,P12,1800.0,BRL,5864.0,False
92649,6422fe72deb0deaf178fee67,2021-10-04,2021-10-03,Out,2021,3423909,2345,VD,CIF,P12,1200.0,BRL,7002.0,False
92666,6422fe72deb0deaf178fee78,2021-10-02,2021-10-02,Out,2021,3423909,2334,VD,CIF,P12,1200.0,BRL,8880.0,False
92671,6422fe72deb0deaf178fee7d,2021-10-05,2021-10-04,Out,2021,3424402,2349,VD,FOB,P12,1200.0,BRL,0.0,False
92679,6422fe72deb0deaf178fee85,2021-10-05,2021-10-04,Out,2021,3423909,2334,VD,CIF,P12,1600.0,BRL,5670.0,False
92719,6422fe72deb0deaf178feead,2021-10-05,2021-10-04,Out,2021,3424402,2345,VD,CIF,P12,1200.0,BRL,5500.0,False
92723,6422fe72deb0deaf178feeb1,2021-10-04,2021-10-04,Out,2021,3403208,2350,DV,CIF,P12,-1200.0,BRL,5778.0,False
92731,6422fe72deb0deaf178feeb9,2021-10-05,2021-10-05,Out,2021,3403208,2346,VD,FOB,P12,1600.0,BRL,0.0,False
92760,6422fe72deb0deaf178feed6,2021-10-07,2021-10-05,Out,2021,3423909,2342,VD,CIF,P12,1600.0,BRL,8500.0,False
92779,6422fe72deb0deaf178feee9,2021-10-14,2021-10-14,Out,2021,3403208,2337,VD,CIF,P12,1200.0,BRL,7248.0,False
92805,6422fe72deb0deaf178fef03,2021-10-27,2021-10-27,Out,2021,3423909,2308,VD,CIF,P12,1800.0,BRL,9845.0,False
92817,6422fe72deb0deaf178fef0f,2021-10-25,2021-10-25,Out,2021,3423909,2328,VD,CIF,P12,1800.0,BRL,5371.0,False
92847,6422fe72deb0deaf178fef2d,2021-10-14,2021-10-14,Out,2021,3424402,2328,VD,CIF,P12,1200.0,BRL,2891.0,False
92854,6422fe72deb0deaf178fef34,2021-10-29,2021-10-27,Out,2021,3403208,2311,VD,CIF,P12,1200.0,BRL,8816.0,False
92858,6422fe72deb0deaf178fef38,2021-10-26,2021-10-25,Out,2021,3423909,2319,DV,CIF,P12,-1600.0,BRL,9978.0,False
92862,6422fe72deb0deaf178fef3c,2021-10-29,2021-10-29,Out,2021,3403208,2301,VD,FOB,P12,1200.0,BRL,0.0,False
92879,6422fe72deb0deaf178fef4d,2021-10-27,2021-10-27,Out,2021,3423909,2303,VD,FOB,P12,1800.0,BRL,0.0,False
92889,6422fe72deb0deaf178fef57,2021-10-14,2021-10-13,Out,2021,3423909,2322,VD,CIF,P12,1800.0,BRL,6782.0,False
92899,6422fe72deb0deaf178fef61,2021-10-28,2021-10-28,Out,2021,3423909,2337,VD,CIF,P12,1800.0,BRL,6345.0,False
92924,6422fe72deb0deaf178fef7a,2021-10-27,2021-10-27,Out,2021,3403208,2313,VD,FOB,P12,1600.0,BRL,0.0,False
92930,6422fe72deb0deaf178fef80,2021-10-26,2021-10-25,Out,2021,3424402,2329,DV,FOB,P12,-1200.0,BRL,0.0,False
92932,6422fe72deb0deaf178fef82,2021-10-25,2021-10-25,Out,2021,3423909,2318,VD,CIF,P12,1600.0,BRL,6918.0,False
92957,6422fe72deb0deaf178fef9b,2021-10-25,2021-10-25,Out,2021,3423909,2324,VD,FOB,P12,1600.0,BRL,0.0,False
92980,6422fe72deb0deaf178fefb2,2021-10-27,2021-10-27,Out,2021,3424402,2316,VD,CIF,P12,1800.0,BRL,7579.0,False
93001,6422fe73deb0deaf178fefc7,2021-10-15,2021-10-14,Out,2021,3423909,2347,DV,CIF,P12,-1800.0,BRL,6353.0,False
93018,6422fe73deb0deaf178fefd8,2021-10-29,2021-10-27,Out,2021,3403208,2306,DV,CIF,P12,-1800.0,BRL,7379.0,False
93019,6422fe73deb0deaf178fefd9,2021-10-28,2021-10-27,Out,2021,3423909,2304,DV,CIF,P12,-1200.0,BRL,8810.0,False
93051,6422fe73deb0deaf178feff9,2021-10-31,2021-10-30,Out,2021,3424402,2304,VD,CIF,P12,1600.0,BRL,9389.0,False
93067,6422fe73deb0deaf178ff009,2021-10-16,2021-10-16,Out,2021,3424402,2317,VD,FOB,P12,1200.0,BRL,0.0,False
93090,6422fe73deb0deaf178ff020,2021-10-13,2021-10-13,Out,2021,3424402,2334,VD,CIF,P12,1600.0,BRL,6964.0,False
93142,6422fe73deb0deaf178ff054,2021-10-15,2021-10-15,Out,2021,3403208,2330,VD,FOB,P12,1600.0,BRL,0.0,False
93153,6422fe73deb0deaf178ff05f,2021-10-15,2021-10-15,Out,2021,3423909,2317,VD,FOB,P12,1200.0,BRL,0.0,False
93161,6422fe73deb0deaf178ff067,2021-10-15,2021-10-15,Out,2021,3424402,2306,VD,CIF,P12,1200.0,BRL,6370.0,False
93196,6422fe73deb0deaf178ff08a,2021-10-15,2021-10-14,Out,2021,3403208,2302,DV,FOB,P12,-1600.0,BRL,0.0,False
93197,6422fe73deb0deaf178ff08b,2021-10-16,2021-10-14,Out,2021,3403208,2350,VD,CIF,P12,1200.0,BRL,4751.0,False
93210,6422fe73deb0deaf178ff098,2021-10-16,2021-10-13,Out,2021,3403208,2350,VD,CIF,P12,1800.0,BRL,4821.0,False
93214,6422fe73deb0deaf178ff09c,2021-10-15,2021-10-15,Out,2021,3423909,2303,VD,FOB,P12,1800.0,BRL,0.0,False
93247,6422fe73deb0deaf178ff0bd,2021-10-28,2021-10-28,Out,2021,3403208,2319,VD,CIF,P12,1200.0,BRL,8769.0,False
93252,6422fe73deb0deaf178ff0c2,2021-10-13,2021-10-11,Out,2021,3424402,2318,VD,CIF,P12,1800.0,BRL,4671.0,False
93267,6422fe73deb0deaf178ff0d1,2021-10-12,2021-10-11,Out,2021,3403208,2304,VD,CIF,P12,1200.0,BRL,5363.0,False
93283,6422fe73deb0deaf178ff0e1,2021-11-01,2021-11-01,Nov,2021,3424402,2308,DV,CIF,P12,-1200.0,BRL,7933.0,False
93303,6422fe73deb0deaf178ff0f5,2021-11-01,2021-11-01,Nov,2021,3403208,2305,DV,CIF,P12,-1800.0,BRL,9040.0,False
93322,6422fe73deb0deaf178ff108,2021-10-28,2021-10-27,Out,2021,3403208,2336,VD,CIF,P12,1200.0,BRL,4757.0,False
93325,6422fe73deb0deaf178ff10b,2021-10-14,2021-10-12,Out,2021,3423909,2307,DV,FOB,P12,-1200.0,BRL,0.0,False
93342,6422fe73deb0deaf178ff11c,2021-10-29,2021-10-29,Out,2021,3403208,2310,VD,CIF,P12,1800.0,BRL,6621.0,False
93347,6422fe73deb0deaf178ff121,2021-10-31,2021-10-31,Out,2021,3403208,2324,DV,FOB,P12,-1200.0,BRL,0.0,False
93358,6422fe73deb0deaf178ff12c,2021-10-10,2021-10-09,Out,2021,3423909,2343,VD,CIF,P12,1600.0,BRL,9836.0,False
93360,6422fe73deb0deaf178ff12e,2021-10-31,2021-10-29,Out,2021,3424402,2337,DV,CIF,P12,-1600.0,BRL,7411.0,False
93374,6422fe73deb0deaf178ff13c,2021-10-30,2021-10-30,Out,2021,3403208,2310,DV,CIF,P12,-1800.0,BRL,6165.0,False
93377,6422fe73deb0deaf178ff13f,2021-10-31,2021-10-31,Out,2021,3423909,2330,DV,FOB,P12,-1800.0,BRL,0.0,False
93380,6422fe73deb0deaf178ff142,2021-10-31,2021-10-30,Out,2021,3424402,2316,VD,CIF,P12,1800.0,BRL,7707.0,False
93399,6422fe73deb0deaf178ff155,2021-10-29,2021-10-29,Out,2021,3403208,2348,VD,CIF,P12,1600.0,BRL,7156.0,False
93414,6422fe73deb0deaf178ff164,2021-10-10,2021-10-10,Out,2021,3403208,2346,DV,FOB,P12,-1200.0,BRL,0.0,False
93421,6422fe73deb0deaf178ff16b,2021-10-29,2021-10-28,Out,2021,3424402,2317,VD,FOB,P12,1200.0,BRL,0.0,False
93422,6422fe73deb0deaf178ff16c,2021-10-29,2021-10-26,Out,2021,3423909,2315,DV,CIF,P12,-1600.0,BRL,3541.0,False
93425,6422fe73deb0deaf178ff16f,2021-10-29,2021-10-28,Out,2021,3424402,2326,VD,CIF,P12,1200.0,BRL,3083.0,False
93433,6422fe73deb0deaf178ff177,2021-10-14,2021-10-14,Out,2021,3424402,2312,VD,CIF,P12,1800.0,BRL,4507.0,False
93446,6422fe73deb0deaf178ff184,2021-10-16,2021-10-15,Out,2021,3423909,2341,DV,CIF,P12,-1800.0,BRL,6808.0,False
93463,6422fe73deb0deaf178ff195,2021-10-17,2021-10-16,Out,2021,3423909,2325,VD,FOB,P12,1800.0,BRL,0.0,False
93473,6422fe73deb0deaf178ff19f,2021-10-16,2021-10-16,Out,2021,3424402,2331,VD,CIF,P12,1200.0,BRL,4018.0,False
93477,6422fe73deb0deaf178ff1a3,2021-10-16,2021-10-14,Out,2021,3423909,2301,VD,FOB,P12,1200.0,BRL,0.0,False
93528,6422fe73deb0deaf178ff1d6,2021-10-16,2021-10-16,Out,2021,3423909,2305,VD,CIF,P12,1600.0,BRL,6344.0,False
93543,6422fe73deb0deaf178ff1e5,2021-10-15,2021-10-14,Out,2021,3423909,2318,VD,CIF,P12,1600.0,BRL,7843.0,False
93547,6422fe73deb0deaf178ff1e9,2021-10-16,2021-10-14,Out,2021,3424402,2317,VD,FOB,P12,1600.0,BRL,0.0,False
